"","county","name","surv_year","collection_date","week","month","trap_nights","trap","trap_problem_bit","num_trap","sex","collection_type","latitude","longitude","collection_latitude","collection_longitude","closest_latitude","closest_longitude","Station_Distance","MaxTemp1DayPrior","MaxTemp2DayPrior","MaxTemp3DayPrior","MaxTemp1WeekPrior","MaxTemp2WeekPrior","MaxTemp3WeekPrior","MaxTemp1MonthPrior","MaxTemp2MonthPrior","MaxTemp3MonthPrior","MaxTemp1QuarterPrior","MaxTemp2QuarterPrior","MaxTemp3QuarterPrior","MinTemp1DayPrior","MinTemp2DayPrior","MinTemp3DayPrior","MinTemp1WeekPrior","MinTemp2WeekPrior","MinTemp3WeekPrior","MinTemp1MonthPrior","MinTemp2MonthPrior","MinTemp3MonthPrior","MinTemp1QuarterPrior","MinTemp2QuarterPrior","MinTemp3QuarterPrior","Precip1DayPrior_log","Precip2DayPrior_log","Precip3DayPrior_log","Precip1WeekPrior_log","Precip2WeekPrior_log","Precip3WeekPrior_log","Precip1MonthPrior_log","Precip2MonthPrior_log","Precip3MonthPrior_log","Precip1QuarterPrior_log","Precip2QuarterPrior","Precip3QuarterPrior","DiurnalTemp1DayPrior","DiurnalTemp2DayPrior","DiurnalTemp3DayPrior","DiurnalTemp1WeekPrior","DiurnalTemp2WeekPrior","DiurnalTemp3WeekPrior","DiurnalTemp1MonthPrior","DiurnalTemp2MonthPrior","DiurnalTemp3MonthPrior","DiurnalTemp1QuarterPrior","DiurnalTemp2QuarterPrior","DiurnalTemp3QuarterPrior","MeanTemp1DayPrior","MeanTemp2DayPrior","MeanTemp3DayPrior","MeanTemp1WeekPrior","MeanTemp2WeekPrior","MeanTemp3WeekPrior","MeanTemp1MonthPrior","MeanTemp2MonthPrior","MeanTemp3MonthPrior","MeanTemp1QuarterPrior","MeanTemp2QuarterPrior","MeanTemp3QuarterPrior","propforest100_log","propdeciduous100_log","propevergreen100_log","propmixedforest100_log","propwetlands100_log","proplowdeveloped100","propdeveloped100","propshrub100_log","propherby100_log","propforest1000_log","propwetlands1000_log","propdeciduous1000_log","propevergreen1000_log","propmixedforest1000_log","proplowdeveloped1000","propdeveloped1000","propshrub1000_log","propherby1000_log","AedesAegypti","AedesAlbopictus","AedesSierrensis","AedesVexans","AnophelesFreeborni","CulexQuinquefasciatus","CulexTarsalis","CulisetaIncidens","CulisetaInornata"
"261076","Kern","Kern MVCD",2018,"2018-08-21",34,8,1,"Gravid trap",FALSE,1,"Females - Gravid","abundance",35.36006,241.0379,35.36006,-118.9621,35.25,241.25,0.2389797,37.60275,38.80557,37.01826,36.94551,37.45367,37.19114,37.63372,36.41117,30.35918,34.80135,21.09054,17.42218,22.30134,22.64134,23.43358,21.94171,21.7703,22.43731,22.75311,21.98407,15.48844,20.07521,8.478859,4.272744,0,0,0,0,0,0,0,0.0336584938061771,0.26306132915375,0.289034582397711,129.0843,32.04384,15.3014,16.16423,13.58468,15.0038,15.68336,14.75383,14.8806,14.42709,14.87073,14.72614,12.61168,13.14943,29.95204,30.72345,30.22592,29.44361,29.61198,29.81423,30.19341,29.19762,22.92381,27.43828,14.7847,10.84746,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0.337628865979381,0.647479954180985,0,0,0,0,0,0,0,1,0,0,0
"207456","Fresno","Consolidated MAD",2017,"2017-07-07",27,7,1,"BG Sentinel",FALSE,1,"Females - Mixed","abundance",36.80713,240.3348,36.80713,-119.6652,36.75,240.25,0.1022867,38.68357,38.09901,38.83233,37.26368,37.28948,40.36201,35.52865,29.7579,24.38549,29.89068,17.76732,18.50821,21.45237,20.64948,19.80308,19.32865,19.8115,23.69699,18.94411,14.35454,11.00289,14.76718,7.39815,7.36698,0,0,0,0,0,0,0.0640329527344004,1.00531391715305,3.92873202893339,3.96350212254958,259.1656,145.5088,17.23119,17.44953,19.02925,17.93503,17.47798,16.66502,16.58454,15.40337,13.3826,15.1235,10.36917,11.14123,30.06797,29.37425,29.31771,28.29616,28.55049,32.0295,27.23638,22.05622,17.69419,22.32893,12.58274,12.93759,0,0,0,0,0,0.277777777777778,0.722222222222222,0,0,0,0,0,0,0,0.234164517053597,0.753511034680424,0,0,1,0,0,0,0,1,0,0,0
"298123","Tulare","Delano MAD",2019,"2019-07-03",27,7,1,"Gravid trap",FALSE,1,"Females - Bloodfed","abundance",35.76411,240.7753,35.76411,-119.2247,35.75,240.75,0.02896864,33.54423,33.78638,34.68727,32.57738,35.43644,36.59201,34.94708,26.19556,27.03786,29.3935,17.52607,19.87524,15.31904,15.55556,15.82814,15.09117,18.3563,19.13703,17.50826,12.3508,10.75661,13.53856,5.135185,7.029056,0,0,0,0,0,0,1.29420374296039,3.73550227128275,1.35973167603343,3.85972499595707,170.0139,45.12697,18.22519,18.23082,18.85913,17.48621,17.08014,17.45498,17.43882,13.84475,16.28125,15.85494,12.39089,12.84619,24.43163,24.67097,25.25771,23.83427,26.89637,27.86452,26.22767,19.27318,18.89723,21.46603,11.33063,13.45215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.122962539319417,0.317700886474121,0,0,0,0,0,0,0,1,0,0,0
"113802","Madera","Madera County MVCD",2014,"2014-09-23",38,9,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",36.84,240.061,36.84,-119.939,36.75,240.25,0.2093347,33.14059,32.70895,33.75932,34.04252,38.26738,37.15224,36.44478,37.86188,37.46486,37.25717,30.48319,20.54225,17.13815,18.28399,18.68633,18.64098,19.40502,19.39949,19.16798,21.30757,20.59109,20.35555,14.23999,6.581303,0,0,0,0,0.212044746817586,0,0.212044746817586,0.0624101796999189,0.0887722357674512,0.331771060532254,37.2725,69.79594,16.00244,14.42496,15.07299,15.40154,18.86236,17.75275,17.2768,16.55431,16.87377,16.90163,16.2432,13.96094,25.13937,25.49647,26.22283,26.34175,28.8362,28.27586,27.80638,29.58473,29.02797,28.80636,22.36159,13.56177,0,0,0,0,0,0,0,0,0,0.000573230167602693,0.0108355779289453,0.000573230167602693,0,0,0.0656536697247706,0.029243119266055,0.00143245977796174,0.103150506578427,0,0,0,0,0,0,1,0,0
"298990","SantaCruz","Santa Cruz County MVCD",2019,"2019-07-09",28,7,1,"Carbon dioxide baited trap",FALSE,1,"Females - Unfed","abundance",37.00954,237.9739,37.00954,-122.0261,37.25,237.75,0.3285944,19.0876,20.99175,23.44314,21.61734,21.29535,24.35796,23.58145,19.22813,20.04612,20.9519,15.2795,17.93488,12.92194,13.13803,13.0197,12.77484,12.80049,13.84165,13.68496,11.19726,9.615479,11.49923,7.211479,7.120669,0,0,0,0,0,0,0,4.37969567008554,1.81624929703134,4.44220986497376,652.1683,320.0591,6.165656,7.853728,10.42343,8.842506,8.494857,10.51631,9.896494,8.030869,10.43065,9.45267,8.068026,10.81421,16.00477,17.06489,18.23142,17.19609,17.04792,19.0998,18.6332,15.21269,14.8308,16.22557,11.24549,12.52777,0,0,0,0,0,0.914285714285714,0.0857142857142857,0,0,0.278535118260266,0.00114646042938479,0,0.24789911351344,0.0390883446391453,0.571838256380843,0.0478921709205621,0.00114646042938479,0.0552287579477857,0,0,0,0,0,0,1,1,0
"233467","Riverside","Coachella Valley MVCD",2018,"2018-04-12",15,4,1,"Carbon dioxide baited trap",FALSE,1,"Females - Unfed","abundance",33.7766,243.5765,33.7766,-116.4235,33.75,243.75,0.1755272,32.3256,34.9187,34.26649,30.83179,27.7143,22.22689,25.16577,19.11163,22.83133,22.36958,24.79994,35.94941,14.47714,11.26268,10.73065,12.65718,10.07042,7.430131,9.323461,3.542396,3.856861,5.574239,6.469157,19.53256,0,0,0,0,0,0.458959302071754,1.37869455561631,1.04327398213335,0.192687477845209,1.79520602303216,21.56411,20.42816,17.84846,23.65602,23.53584,18.1746,17.64388,14.79676,15.84231,15.56924,18.97447,16.79534,18.33079,16.41684,23.40137,23.09069,22.49857,21.74449,18.89236,14.82851,17.24462,11.32701,13.3441,13.97191,15.63455,27.74098,0,0,0,0,0,0.472222222222222,0.527777777777778,0,0,0,0,0,0,0,0.409845449341729,0.537779049799657,0.0494168928028324,0,0,0,0,0,0,1,0,0,0
"284473","Kern","Kern MVCD",2019,"2019-05-07",19,5,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",35.23695,240.9571,35.23695,-119.0429,35.25,240.75,0.2075108,23.24969,25.76071,30.01939,26.04278,31.38065,26.0016,26.69871,20.60852,15.2576,20.85495,17.22997,30.25544,13.07171,11.75164,12.0025,12.05463,15.86927,11.42747,12.11634,7.206975,4.503171,7.942162,6.145031,15.58329,0.0723908916715751,0,0,1.06382379204889,0.508272086262409,0.803302084747616,1.56710373347239,1.90487935297562,4.43634293018575,4.54304815611559,101.0638,0.4033936,10.17798,14.00907,18.01689,13.98814,15.51138,14.57413,14.58237,13.40155,10.75443,12.91278,11.08494,14.67215,18.1607,18.75617,21.01095,19.04871,23.62496,18.71453,19.40753,13.90775,9.880388,14.39855,11.6875,22.91936,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.0527825588066552,0.00458978772231784,0,0,0,0,0,0,0,0,1,0,0
"313498","Orange","Orange County Mosquito and Vector Control District",2019,"2019-08-29",35,8,1,"Gravid trap",FALSE,1,"Females - Mixed","abundance",33.5667,242.1715,33.5667,-117.8285,33.75,242.25,0.1993964,28.00995,30.08416,32.01038,29.92081,28.82315,28.39073,29.30634,28.72823,24.62226,27.55228,20.70966,17.74122,19.71888,19.68539,20.12234,18.63659,16.81616,16.99471,17.65191,16.90251,15.71285,16.75576,11.08558,7.124737,0,0,0,0,0,0,0,0.103131693678424,0.651586892734914,0.706665396360853,83.45071,343.2268,8.291071,10.39877,11.88804,11.28421,12.00699,11.39602,11.65443,11.82572,8.909407,10.79652,9.624078,10.61648,23.86441,24.88478,26.06636,24.2787,22.81965,22.69272,23.47913,22.81537,20.16755,22.15402,15.89762,12.43298,0,0,0,0,0.182321556793955,0.142857142857143,0.342857142857143,0.082238098236972,0.205852054204149,0,0.026306141433883,0,0,0,0.221840068787618,0.185726569217541,0.179020039404779,0.0147940109251296,0,0,0,0,0,1,1,1,0
"124191","Yolo","Sacramento-Yolo MVCD",2015,"2015-05-12",19,5,1,"Gravid trap",FALSE,1,"Females - Mixed","abundance",38.6837,238.219,38.6837,-121.781,38.75,238.25,0.07318681,23.85637,26.0798,26.56054,24.87779,29.16299,25.01278,26.45884,23.089,19.87186,23.1399,15.4875,29.0627,11.60142,10.10235,9.534177,9.82358,11.25568,9.713576,9.662709,7.629264,5.265886,7.519286,5.923996,12.02942,0,0,0,0.649128206140989,0,2.48892357114593,2.56203588665498,3.20262407772842,1.52685468035958,3.69294219001461,335.1202,29.69066,12.25496,15.97745,17.02637,15.05421,17.90731,15.2992,16.79613,15.45974,14.60597,15.62061,9.5635,17.03328,17.72889,18.09107,18.04736,17.35068,20.20934,17.36318,18.06077,15.35913,12.56887,15.32959,10.70575,20.54606,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0.218624641833811,0.777936962750716,0,0,0,0,0,0,0,0,1,1,0
"207291","Riverside","Northwest Mosquito and Vector Control",2017,"2017-07-07",27,7,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",33.92173,242.4281,33.92173,-117.5719,33.75,242.25,0.2474082,33.20758,31.88207,32.26365,29.85757,30.54217,31.27442,28.93299,24.38166,24.50283,25.93916,19.78999,22.03392,18.18627,17.04976,15.94742,16.29617,16.69444,16.56744,15.83431,13.34978,12.06462,13.74957,9.258247,10.45054,0,0,0,0,0,0,0.195972704436415,1.87906756608088,1.8480303133686,2.49413064431553,264.3398,164.6817,15.02131,14.83231,16.31623,13.5614,13.84773,14.70698,13.09867,11.03189,12.4382,12.18959,10.53174,11.58338,25.69693,24.46592,24.10553,23.07687,23.61831,23.92093,22.38365,18.86572,18.28373,19.84437,14.52412,16.24223,0,0,0,0,0,0.34375,0.09375,0.22314355131421,0,0,0,0,0,0,0.445752009184845,0.281572904707233,0.170096347982685,0.0193297661396672,0,0,0,0,0,1,1,0,0
"351450","Placer","Placer MVCD",2020,"2020-07-21",29,7,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",38.78762,238.6651,38.78762,-121.3349,38.75,238.75,0.09286159,28.49471,34.45322,36.12231,33.48342,36.29047,33.71783,34.60511,30.83922,26.41235,30.61889,17.86123,16.15847,5.462406,16.85148,17.12613,14.62001,16.66008,15.32918,15.82121,13.94616,11.02882,13.59873,5.332398,4.537714,0,0,0,0,0,0,0,1.25274496833337,3.15218373312789,3.25374168478254,154.5971,192.1524,23.03231,17.60174,18.99618,18.8634,19.63039,18.38865,18.7839,16.89306,15.38352,17.02016,12.52884,11.62076,16.97856,25.65235,26.62422,24.05171,26.47527,24.52351,25.21316,22.39269,18.72059,22.10881,11.59682,10.34809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
"153265","Alameda","Alameda County MAD",2016,"2016-04-19",16,4,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",37.667637,238.20645,37.667637,-121.79355,37.75,238.25,0.093167947,30.8300724029541,28.3524608612061,27.0158233642578,23.4614399501256,22.1977802004133,21.1921212332589,21.4916150093079,19.0432299931844,17.7356983820597,19.4235144615173,16.2480646981133,31.1850712882148,9.52229595184326,8.12064361572266,6.82943391799927,8.29493406840733,11.3020067214966,7.43107765061515,8.43178063233693,7.34403397242228,6.10945204893748,7.29508888456557,5.02696808112992,15.1039875348409,0,0,0,1.05153506795091,3.4623435983335,0.17159589469716,3.71032642714531,4.7860295827092,4.14825144786962,5.40274491588305,232.987867651507,3.24853239953518,21.3077764511108,20.2318172454834,20.1863894462585,15.1665058817182,10.8957734789167,13.7610435826438,13.0598343769709,11.6991960207621,11.6262463331223,12.1284255769518,11.2210966169834,16.0810837533739,20.1761841773987,18.2365522384644,16.9226286411285,15.8781870092664,16.7498934609549,14.311599441937,14.9616978208224,13.1936319828033,11.9225752154986,13.3593016730415,10.6375163896216,23.1445294115278,0,0,0,0,0,0.694444444444444,0.305555555555556,0,0,0,0,0,0,0,0.195303550973654,0.788659793814433,0,0.0159094264699772,0,0,0,0,0,0,1,1,0
"271874","Riverside","Coachella Valley MVCD",2018,"2018-10-10",41,10,1,"Gravid trap",FALSE,1,"Females - Gravid","abundance",33.6776,243.8081,33.6776,-116.1919,33.75,243.75,0.09282979,27.63019,26.62845,25.82912,27.30692,35.17477,34.39083,33.50568,37.2868,40.77422,37.1889,32.93474,22.37989,13.19576,12.89541,14.65399,15.09053,18.64982,18.79954,17.51037,21.17219,24.69997,21.12751,15.69649,5.664799,0,0.0525631992169838,0,0.788742774175328,0.0801956559763484,0,0.82598389445106,0.616165483210479,1.56657070288669,1.93530164879903,1.534521,5.020715,14.43443,13.73304,11.17513,12.2164,16.52495,15.59129,15.99531,16.1146,16.07425,16.06139,17.23824,16.71509,20.41297,19.76193,20.24156,21.19873,26.91229,26.59519,25.50802,29.22949,32.7371,29.1582,24.31562,14.02235,0,0,0,0,0,0.25,0.694444444444444,0.0540672212702758,0,0,0,0,0,0,0.264967058149527,0.531652821541106,0.0268491470600421,0,0,0,0,0,0,1,0,0,0
"91213","SanMateo","San Mateo County MVCD",2013,"2013-11-06",45,11,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",37.49694,237.8228,37.49694,-122.1772,37.25,237.75,0.2574451,21.51815,18.82901,17.16528,19.86482,16.95244,22.21731,20.31986,23.64533,23.80683,22.59067,22.31603,18.94822,6.990601,4.931603,6.221019,6.364063,9.298678,8.846101,8.384927,12.64106,14.64827,11.89142,12.66851,7.875217,0,0,0,0.0621076815395055,0.916253931197018,0,0.941562688807301,2.60785631539574,0.0476589340937003,2.7201585976951,2.7372,80.87775,14.52755,13.89741,10.94426,13.50076,7.653767,13.37121,11.93494,11.00426,9.158558,10.69925,9.647521,11.073,14.25438,11.88031,11.69315,13.11444,13.12556,15.5317,14.35239,18.14319,19.22755,17.24105,17.49227,13.41172,0,0,0,0,0.205852054204149,0,0,0,0,0,0.277458065184157,0,0,0,0.00515759312320917,0.00744985673352436,0,0.161816677245713,0,0,0,0,0,0,0,1,0
"143615","Tulare","Tulare MAD",2015,"2015-09-23",38,9,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",36.21667,240.6333,36.21667,-119.3667,36.25,240.75,0.1213663,36.80193,38.02572,37.33268,32.79025,34.84465,32.49399,34.19045,35.5914,35.52883,35.10356,28.94976,18.55338,19.05468,17.3432,15.06688,14.36729,19.90356,13.68482,16.53239,17.63154,19.30839,17.82411,11.8724,5.706235,0,0,0,0.241319130194505,1.36768910169261,0,1.43489260211134,0,2.13239256128138,2.45395075540089,38.25711,34.36079,17.74725,20.68251,22.26579,18.42296,14.94109,18.80917,17.65807,17.95986,16.22044,17.27945,17.07736,12.84714,27.9283,27.68446,26.19978,23.57877,27.3741,23.08941,25.36142,26.61147,27.41861,26.46383,20.41108,12.12981,0,0,0,0,0,0.142857142857143,0.857142857142857,0,0,0,0,0,0,0,0.276742185259535,0.589045024376255,0,0.00486340538063097,0,0,0,0,0,1,1,0,0
"171031","Kern","Kern MVCD",2016,"2016-07-28",30,7,1,"Gravid trap",FALSE,1,"Females - Gravid","abundance",35.32592,240.9919,35.32592,-119.0081,35.25,240.75,0.2535339,40.10661,38.91169,38.4886,37.54245,35.55141,32.55206,35.7443,33.69287,27.03863,32.1586,22.39341,16.25125,24.38482,22.30739,22.29164,21.23558,19.43634,17.4349,19.97189,18.2304,13.73301,17.31177,8.705312,4.363415,0,0,0,0,0,0,0,0,2.48831749291008,2.48831749291008,72.56686,69.60439,15.72179,16.6043,16.19695,16.30687,16.11506,15.11716,15.77241,15.46247,13.30562,14.84683,13.6881,11.88783,32.24571,30.60954,30.39012,29.38901,27.49388,24.99348,27.85809,25.96164,20.38582,24.73518,15.54936,10.30733,0,0,0,0,0,0.0285714285714286,0.971428571428571,0,0,0,0,0,0,0,0.240172166427547,0.752941176470588,0,0,0,0,0,0,0,1,0,0,0
"159185","Lake","Lake County VCD",2016,"2016-05-26",21,5,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",38.91949,237.2235,38.91949,-122.7765,38.75,237.25,0.1715524,23.90701,21.05252,21.48771,21.0008,26.49536,19.67431,22.55345,21.04547,17.39617,20.3317,14.53419,26.06244,11.2452,8.571246,7.887805,8.176604,9.226301,10.26875,8.676387,6.535539,6.244577,7.152168,3.930652,7.564668,0.647703794675004,0.136701176048755,0,1.48572671489701,0.143736295031999,2.2848405863139,2.79748009556373,3.72328305474195,5.83603221297929,5.98700813202433,606.1941,80.29998,12.66181,12.48127,13.5999,12.8242,17.26906,9.405568,13.87706,14.50993,11.15159,13.17953,10.60354,18.49777,17.57611,14.81188,14.68776,14.5887,17.86083,14.97153,15.61492,13.79051,11.82037,13.74193,9.23242,16.81355,0.200670695462151,0,0,0.200670695462151,0,0,0,0.45953232937844,0.177681177237452,0.250231073599369,0.0379632259760958,0.062494300725877,0.0442897496219062,0.160883887612071,0.0343938091143594,0.00057323015190599,0.403648229769493,0.128899011596292,0,0,1,0,0,0,1,1,0
"381585","Merced","Merced County MAD",2021,"2021-05-04",18,5,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",37.39556,239.08,37.39556,-120.92,37.25,239.25,0.2238028,30.55414,29.27588,28.87195,29.82989,23.82649,27.05953,26.31712,19.37512,18.36565,21.35263,15.91368,32.66655,13.1927,9.703218,9.836096,9.643865,8.789156,7.202529,8.009325,4.904412,4.291842,5.735193,3.348512,14.78217,0,0,0,0,0.15480603646275,0,0.15480603646275,3.06081939418334,2.33747210228017,3.42970385045976,115.8324,0,17.36144,19.57267,19.03585,20.18603,15.03733,19.857,18.30779,14.47071,14.07381,15.61744,12.56517,17.88438,21.87342,19.48955,19.35402,19.73688,16.30782,17.13103,17.16322,12.13977,11.32875,13.54391,9.631096,23.72436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
"129985","Shasta","Shasta MVCD",2015,"2015-06-23",25,6,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",40.49526,237.685,40.49526,-122.315,40.25,237.75,0.2537272,34.09505,33.0266,36.46339,35.7888,37.78397,35.36892,34.79197,26.91259,24.65011,28.78489,18.99806,20.05858,15.46198,19.02185,17.9231,18.01432,20.45669,18.57476,17.80956,12.41858,8.471612,12.89992,5.603575,9.595234,0,0,0,0,1.32238444237043,1.42213074812724,1.95473962567766,2.58283914588932,3.28221149787393,3.80513576937005,102.1164,419.7553,18.63308,14.00475,18.54029,17.77448,17.32728,16.79416,16.98241,14.49401,16.1785,15.88497,13.39448,10.46335,24.77852,26.02422,27.19325,26.90156,29.12033,26.97184,26.30076,19.66559,16.56086,20.8424,12.30082,14.82691,0,0,0,0,0.082238098236972,0.257142857142857,0.0285714285714286,0,0.0281708769666964,0.0122491205370765,0.0153586636786978,0.00114580362005792,0.0111159759399077,0,0.29091430209229,0.10146173688736,0.013098137143899,0.187372313230771,0,0,0,0,0,0,1,0,0
"312415","Riverside","Coachella Valley MVCD",2019,"2019-08-27",35,8,1,"BG Sentinel",FALSE,1,"Females - Unfed","abundance",33.73219,243.7736,33.73219,-116.2264,33.75,243.75,0.02956613,40.60363,38.18364,37.19609,40.47196,42.04919,39.96962,41.4916,40.5435,36.62423,39.55311,26.741,17.27654,24.66779,24.83662,25.22991,23.0202,20.97242,23.67285,23.62621,22.77963,19.04869,21.81818,12.47234,4.150125,0,0,0,0,0,0.0249667018537456,0.0249667018537456,1.67761493120371,0,1.68232678464451,11.71078,101.8612,15.93583,13.34702,11.96618,17.45175,21.07678,16.29677,17.8654,17.76387,17.57554,17.73493,14.26865,13.12641,32.63571,31.51013,31.213,31.74608,31.51081,31.82124,32.55891,31.66156,27.83646,30.68564,19.60667,10.71333,0,0,0,0,0,0.0833333333333333,0.916666666666667,0,0,0,0,0,0,0,0.144861150873175,0.663326653306613,0.0488855885695234,0,0,0,0,0,0,1,0,0,0
"84779","Kern","Kern MVCD",2013,"2013-08-28",35,8,1,"Gravid trap",FALSE,1,"Females - Gravid","abundance",35.35278,240.9222,35.35278,-119.0778,35.25,240.75,0.2005586,34.1876,31.83519,32.56786,33.64219,36.12181,32.02508,33.8587,36.77133,32.14291,34.25765,25.51565,15.77882,18.30961,17.4452,18.2761,18.74839,21.33259,16.9416,18.72915,21.70745,16.82076,19.08579,10.95833,3.294061,0,0,0,0,0.0281372972362369,0,0.0281372972362369,0.673017021631136,0.409846230294947,0.914394935988191,20.10041,55.01117,15.87799,14.38998,14.29176,14.8938,14.78922,15.08348,15.12955,15.06388,15.32215,15.17186,14.55732,12.48476,26.24861,24.64019,25.42198,26.19529,28.7272,24.48334,26.29392,29.23939,24.48184,26.67172,18.23699,9.53644,0,0,0,0,0,0.971428571428571,0.0285714285714286,0,0,0,0,0,0,0,0.408595988538682,0.591117478510029,0,0,0,0,0,0,0,1,0,0,0
"315957","Riverside","Coachella Valley MVCD",2019,"2019-09-10",37,9,1,"Carbon dioxide baited trap",FALSE,1,"Females - Unfed","abundance",33.65671,243.7816,33.65671,-116.2184,33.75,243.75,0.09849508,36.047,37.79052,42.52162,40.77969,41.64344,40.47196,41.08333,41.7825,38.33277,40.39954,29.07381,17.75562,19.25736,19.64127,27.14134,25.24737,24.71845,23.0202,23.37697,24.73896,20.75282,22.95625,13.81593,4.826035,0,0,0,0.334562342505439,1.99693998016803,0,2.04947306428288,1.68232678464451,0,2.49665898641611,4.695129,94.78747,16.78965,18.14926,15.38028,15.53231,16.92499,17.45175,17.70636,17.04355,17.57996,17.44329,15.25789,12.92958,27.65218,28.71589,34.83148,33.01353,33.18094,31.74608,32.23015,33.26073,29.54279,31.67789,21.44487,11.29083,0,0,0,0,0,0.4375,0.15625,0.117783035656383,0,0,0,0,0,0,0.214921090387374,0.0571018651362984,0.0299626710314585,0,0,0,0,1,0,0,1,0,0
"162373","Alameda","Alameda County VCSD",2016,"2016-06-14",24,6,1,"Carbon dioxide baited trap",FALSE,1,"Females - Unfed","abundance",37.898056,237.696667,37.898056,-122.303333,37.75,237.75,0.157368955,20.0928230285645,24.6888580322266,28.0352935791016,22.4784731183733,26.4791731153216,23.2824824196952,23.41194190979,21.0381223360697,19.4651819229126,21.3050820562575,16.218421543969,20.5775101661682,13.4826421737671,13.7031230926514,10.7840528488159,13.3285023825509,13.1511039733887,12.8034813744681,12.8926923751831,11.4722344398499,10.606494808197,11.6571405410767,8.34922066529592,10.2311297045814,0,0,0,0,0,0,0.232478161975599,2.54390463470059,3.55685755367075,3.85108061848699,405.355848101899,87.8451918102801,6.61018085479736,10.9857349395752,17.2512407302856,9.14997073582241,13.3280691419329,10.4790010452271,10.5192495346069,9.56588789621989,8.85868711471558,9.6479415151808,7.86920087867313,10.3463804615868,16.7877326011658,19.195990562439,19.4096732139587,17.9034877504621,19.8151385443551,18.0429818970816,18.1523171424866,16.2551783879598,15.0358383655548,16.4811112986671,12.2838211046325,15.4043199353748,0.22314355131421,0,0,0.22314355131421,0,0.222222222222222,0.527777777777778,0,0,0.0307282809290694,0,0,0.0279481846152582,0.00285877839065482,0.103635843114801,0.806756369882622,0,0.000286245887169857,0,0,1,0,0,0,1,1,0
"127711","Madera","Madera County MVCD",2015,"2015-06-09",23,6,1,"Gravid trap",FALSE,1,"Females - Bloodfed","abundance",36.89407,240.0593,36.89407,-119.9407,36.75,240.25,0.2389763,41.09203,36.25578,32.59631,33.00959,33.33406,26.35543,29.23235,27.22128,25.24651,27.23338,16.69978,25.91457,21.41926,18.71134,16.72946,16.35379,14.8487,12.87492,13.80206,11.33273,9.896219,11.677,5.700991,12.20527,0,0,0,0,0,0.0499121154989734,1.80477160960503,3.1301040629462,2.57279694597053,3.69031242691782,90.4155,43.85859,19.67278,17.54444,15.86685,16.6558,18.48535,13.48051,15.4303,15.88855,15.35029,15.55638,10.99878,13.70929,31.25565,27.48356,24.66289,24.68169,24.09138,19.61518,21.51721,19.277,17.57136,19.45519,11.20038,19.05992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
"242118","LosAngeles","Los Angeles West Vector and Vector-borne Disease Control District",2018,"2018-06-05",23,6,1,"Carbon dioxide baited trap",FALSE,1,"Females - Mixed","abundance",33.92361,241.5742,33.92361,-118.4258,33.75,241.75,0.2470992,22.73881,25.94784,25.59598,23.06648,20.86004,20.50892,21.47646,23.12975,19.85126,21.48582,22.05969,26.03748,15.62946,16.65286,15.54568,15.66108,15.02957,14.46037,14.91333,13.29872,12.42273,13.54493,10.19462,15.77408,0,0,0,0.143315620574456,0.137200665103125,0.0244757890858542,0.531368271297288,1.03789755862538,3.69410428090343,3.75499672836472,49.20458,4.995822,7.109356,9.294979,10.05029,7.405406,5.830468,6.048544,6.563126,9.831028,7.428524,7.940893,11.86507,10.2634,19.18413,21.30035,20.57083,19.36378,17.94481,17.48465,18.1949,18.21423,16.137,17.51538,16.12716,20.90578,0,0,0,0,0,0.5,0.416666666666667,0.0800427076735364,0,0.00228833051801222,0.00599573530633419,0,0.00228833051801222,0,0.132588774341352,0.744272623138603,0.00257400399517284,0,0,0,0,0,0,1,0,1,0
