county,name,site_name,surv_year,collection_date,trap_nights,trap,trap_problem_bit,num_trap,sex,num_count,collection_type,site_code,site_latitude,site_longitude,collection_latitude,collection_longitude
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,3/29/02,1,Resting box collection,FALSE,1,Females - Unfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/1/02,1,Resting box collection,FALSE,1,Females - Unfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/11/02,1,Resting box collection,FALSE,1,Females - Unfed,11,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/11/02,1,Resting box collection,FALSE,1,Females - Unfed,10,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/11/02,1,Resting box collection,FALSE,1,Females - Bloodfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/11/02,1,Resting box collection,FALSE,1,Females - Gravid,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/11/02,1,Resting box collection,FALSE,1,Females - Bloodfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/15/02,1,Resting box collection,FALSE,1,Females - Unfed,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/15/02,1,Resting box collection,FALSE,1,Females - Unfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/15/02,1,Resting box collection,FALSE,1,Females - Bloodfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/15/02,1,Resting box collection,FALSE,1,Females - Gravid,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/16/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/18/02,1,Resting box collection,FALSE,1,Females - Unfed,19,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/18/02,1,Resting box collection,FALSE,1,Females - Unfed,12,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/18/02,1,Resting box collection,FALSE,1,Females - Bloodfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/18/02,1,Resting box collection,FALSE,1,Females - Gravid,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/18/02,1,Resting box collection,FALSE,1,Females - Bloodfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/18/02,1,Resting box collection,FALSE,1,Females - Gravid,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/2/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/22/02,1,Resting box collection,FALSE,1,Females - Bloodfed,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/22/02,1,Resting box collection,FALSE,1,Females - Unfed,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/22/02,1,Resting box collection,FALSE,1,Females - Bloodfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/22/02,1,Resting box collection,FALSE,1,Females - Gravid,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/23/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,94,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/25/02,1,Resting box collection,FALSE,1,Females - Bloodfed,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/25/02,1,Resting box collection,FALSE,1,Females - Unfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/25/02,1,Resting box collection,FALSE,1,Females - Gravid,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/25/02,1,Resting box collection,FALSE,1,Females - Unfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/29/02,1,Resting box collection,FALSE,1,Females - Unfed,27,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/29/02,1,Resting box collection,FALSE,1,Females - Unfed,10,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/29/02,1,Resting box collection,FALSE,1,Females - Bloodfed,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/29/02,1,Resting box collection,FALSE,1,Females - Gravid,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/29/02,1,Resting box collection,FALSE,1,Females - Bloodfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/29/02,1,Resting box collection,FALSE,1,Females - Gravid,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/30/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/4/02,1,Resting box collection,FALSE,1,Females - Unfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/8/02,1,Resting box collection,FALSE,1,Females - Unfed,11,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/8/02,1,Resting box collection,FALSE,1,Females - Unfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/8/02,1,Resting box collection,FALSE,1,Females - Bloodfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/8/02,1,Resting box collection,FALSE,1,Females - Bloodfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,4/9/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/10/02,1,Resting box collection,FALSE,1,Females - Bloodfed,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/10/02,1,Resting box collection,FALSE,1,Females - Unfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/10/02,1,Resting box collection,FALSE,1,Females - Gravid,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/10/02,1,Resting box collection,FALSE,1,Females - Bloodfed,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/10/02,1,Resting box collection,FALSE,1,Females - Unfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/10/02,1,Resting box collection,FALSE,1,Females - Gravid,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/13/02,1,Resting box collection,FALSE,1,Females - Bloodfed,15,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/13/02,1,Resting box collection,FALSE,1,Females - Gravid,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/13/02,1,Resting box collection,FALSE,1,Females - Bloodfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/13/02,1,Resting box collection,FALSE,1,Females - Gravid,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/13/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/14/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/16/02,1,Resting box collection,FALSE,1,Females - Bloodfed,18,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/16/02,1,Resting box collection,FALSE,1,Females - Bloodfed,9,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/16/02,1,Resting box collection,FALSE,1,Females - Gravid,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/16/02,1,Resting box collection,FALSE,1,Females - Unfed,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/16/02,1,Resting box collection,FALSE,1,Females - Gravid,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/2/02,1,Resting box collection,FALSE,1,Females - Bloodfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/2/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/2/02,1,Resting box collection,FALSE,1,Females - Gravid,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/20/02,1,Resting box collection,FALSE,1,Females - Unfed,11,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/20/02,1,Resting box collection,FALSE,1,Females - Bloodfed,10,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/20/02,1,Resting box collection,FALSE,1,Females - Unfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/20/02,1,Resting box collection,FALSE,1,Females - Bloodfed,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/20/02,1,Resting box collection,FALSE,1,Females - Gravid,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/21/02,1,Resting box collection,FALSE,1,Females - Unfed,10,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/21/02,1,Resting box collection,FALSE,1,Females - Unfed,9,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/21/02,1,Resting box collection,FALSE,1,Females - Gravid,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/21/02,1,Resting box collection,FALSE,1,Females - Bloodfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/21/02,1,Resting box collection,FALSE,1,Females - Gravid,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/21/02,1,Resting box collection,FALSE,1,Females - Bloodfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/22/02,1,Resting box collection,FALSE,1,Females - Bloodfed,11,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/22/02,1,Resting box collection,FALSE,1,Females - Gravid,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/22/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/22/02,1,Resting box collection,FALSE,1,Females - Unfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/22/02,1,Resting box collection,FALSE,1,Females - Gravid,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/22/02,1,Resting box collection,FALSE,1,Females - Bloodfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/23/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,9,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/23/02,1,Resting box collection,FALSE,1,Females - Unfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/23/02,1,Resting box collection,FALSE,1,Females - Gravid,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/23/02,1,Resting box collection,FALSE,1,Females - Bloodfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/23/02,1,Resting box collection,FALSE,1,Females - Bloodfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/23/02,1,Resting box collection,FALSE,1,Females - Unfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/24/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,24,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/24/02,1,Resting box collection,FALSE,1,Females - Gravid,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/24/02,1,Resting box collection,FALSE,1,Females - Bloodfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/24/02,1,Resting box collection,FALSE,1,Females - Gravid,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/24/02,1,Resting box collection,FALSE,1,Females - Bloodfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/24/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/27/02,1,Resting box collection,FALSE,1,Females - Bloodfed,14,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/27/02,1,Resting box collection,FALSE,1,Females - Bloodfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/27/02,1,Resting box collection,FALSE,1,Females - Unfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/27/02,1,Resting box collection,FALSE,1,Females - Gravid,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/29/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,24,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/30/02,1,Resting box collection,FALSE,1,Females - Bloodfed,17,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/30/02,1,Resting box collection,FALSE,1,Females - Gravid,14,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/30/02,1,Resting box collection,FALSE,1,Females - Bloodfed,10,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/30/02,1,Resting box collection,FALSE,1,Females - Gravid,9,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/6/02,1,Resting box collection,FALSE,1,Females - Bloodfed,11,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/6/02,1,Resting box collection,FALSE,1,Females - Bloodfed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/6/02,1,Resting box collection,FALSE,1,Females - Unfed,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/6/02,1,Resting box collection,FALSE,1,Females - Gravid,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/6/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/6/02,1,Resting box collection,FALSE,1,Females - Gravid,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,5/7/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,14,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/10/02,1,Resting box collection,FALSE,1,Females - Bloodfed,19,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/10/02,1,Resting box collection,FALSE,1,Females - Gravid,11,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/10/02,1,Resting box collection,FALSE,1,Females - Bloodfed,9,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/10/02,1,Resting box collection,FALSE,1,Females - Gravid,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/11/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/13/02,1,Resting box collection,FALSE,1,Females - Bloodfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/13/02,1,Resting box collection,FALSE,1,Females - Gravid,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/13/02,1,Resting box collection,FALSE,1,Females - Bloodfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/13/02,1,Resting box collection,FALSE,1,Females - Gravid,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/13/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/18/02,1,Resting box collection,FALSE,1,Females - Bloodfed,12,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/18/02,1,Resting box collection,FALSE,1,Females - Bloodfed,10,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/18/02,1,Resting box collection,FALSE,1,Females - Gravid,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/18/02,1,Resting box collection,FALSE,1,Females - Gravid,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/18/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/19/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/20/02,1,Resting box collection,FALSE,1,Females - Bloodfed,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/20/02,1,Resting box collection,FALSE,1,Females - Bloodfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/20/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/20/02,1,Resting box collection,FALSE,1,Females - Gravid,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/24/02,1,Resting box collection,FALSE,1,Females - Bloodfed,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/24/02,1,Resting box collection,FALSE,1,Females - Gravid,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/24/02,1,Resting box collection,FALSE,1,Females - Bloodfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/24/02,1,Resting box collection,FALSE,1,Females - Unfed,1,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/25/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/27/02,1,Resting box collection,FALSE,1,Females - Bloodfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/27/02,1,Resting box collection,FALSE,1,Females - Bloodfed,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/27/02,1,Resting box collection,FALSE,1,Females - Gravid,3,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/3/02,1,Resting box collection,FALSE,1,Females - Bloodfed,13,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/3/02,1,Resting box collection,FALSE,1,Females - Bloodfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/3/02,1,Resting box collection,FALSE,1,Females - Gravid,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/3/02,1,Resting box collection,FALSE,1,Females - Gravid,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/3/02,1,Resting box collection,FALSE,1,Females - Unfed,4,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/3/02,1,Resting box collection,FALSE,1,Females - Unfed,2,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/5/02,1,Carbon dioxide baited trap,FALSE,1,Females - Mixed,13,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/6/02,1,Resting box collection,FALSE,1,Females - Bloodfed,9,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/6/02,1,Resting box collection,FALSE,1,Females - Bloodfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/6/02,1,Resting box collection,FALSE,1,Females - Gravid,7,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/6/02,1,Resting box collection,FALSE,1,Females - Unfed,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,6/6/02,1,Resting box collection,FALSE,1,Females - Gravid,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,7/1/02,1,Resting box collection,FALSE,1,Females - Bloodfed,8,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,7/1/02,1,Resting box collection,FALSE,1,Females - Bloodfed,6,abundance,195,39.023238,-122.920934,39.023238,-122.920934
Lake,Lake County VCD,457 Woodward Wy; 95453 (West),2002,7/1/02,1,Resting box collection,FALSE,1,Females - Gravid,5,abundance,195,39.023238,-122.920934,39.023238,-122.920934
